title,description,type,question,options,answer,difficulty
then catch and chaining,Demo retry pattern,multiple choice,In the demo Part 2 loadWithRetry calls simulateAPI with shouldFail set based on the attempt number. On which attempt does it succeed?,1|2|3|4,3,Advanced
then catch and chaining,flat vs nested,multiple choice,What is the main readability benefit of a flat .then() chain compared to nested callbacks?,It runs faster|Each step reads at the same indentation level making the sequential logic easy to follow|It uses less memory|It does not need error handling,Each step reads at the same indentation level making the sequential logic easy to follow,intermediate
then catch and chaining,Response.json returns Promise,multiple choice,Why does a fetch chain need two .then() calls — one for response and one for data?,fetch requires two .then() by rule|response.json() also returns a Promise so you need a second .then() to receive the parsed value|The first .then() only handles errors|For performance reasons,response.json() also returns a Promise so you need a second .then() to receive the parsed value,intermediate
async functions and await,async keyword,multiple choice,What does the async keyword before a function do?,Makes the function run synchronously|Marks it as returning a Promise and allows use of await inside|Makes it run faster|Prevents errors,Marks it as returning a Promise and allows use of await inside,beginner
async functions and await,await keyword,multiple choice,What does the await keyword do?,Creates a new Promise|Pauses the async function until the Promise resolves and returns the value|Cancels a Promise|Runs a callback,Pauses the async function until the Promise resolves and returns the value,beginner
async functions and await,await only in async,True or False,await can only be used inside an async function.,True|False,True,beginner
async functions and await,await pauses function not program,multiple choice,When an async function hits an await what pauses?,The entire JavaScript program|All async functions|Only that async function — code outside it continues running|The event loop,Only that async function — code outside it continues running,intermediate
async functions and await,Demo await output order,multiple choice,Given: async function demo() { console.log('A'); await fetch(url); console.log('B'); } demo(); console.log('D'); — what is the output order?,A B D|A D B|D A B|B A D,A D B,Advanced
async functions and await,async always returns Promise,True or False,An async function that returns a plain string still returns a Promise — the string is wrapped in Promise.resolve() automatically.,True|False,True,intermediate
async functions and await,Throw in async,multiple choice,What happens when you throw an error inside an async function?,The error is ignored|The function returns undefined|The function returns a rejected Promise with that error|JavaScript stops executing,The function returns a rejected Promise with that error,intermediate
async functions and await,Refactoring then to await,multiple choice,Which async/await line is equivalent to .then(function(response) { return response.json(); })?,const response = await fetch(url)|const data = await response.json()|await response.then()|async response.json(),const data = await response.json(),intermediate
async functions and await,Syntactic sugar,multiple choice,What does 'async/await is syntactic sugar over Promises' mean?,async/await is faster than Promises|async/await is a cleaner syntax that uses Promises internally|async/await replaces Promises entirely|async/await only works in the browser,async/await is a cleaner syntax that uses Promises internally,intermediate
async functions and await,Demo part3 sequential time,multiple choice,In the demo Part 3 three sequential awaits each take 400ms. What is the approximate total sequential time?,400ms|800ms|1200ms|2000ms,1200ms,Advanced
async functions and await,Demo part3 parallel time,multiple choice,In the demo Part 3 the same three operations run in parallel with Promise.all. What is the approximate total parallel time?,1200ms|800ms|400ms|200ms,400ms,Advanced
try catch and parallel operations,try catch replaces catch,multiple choice,In async/await code what replaces the .catch() handler from .then() chains?,A finally block|A try/catch block wrapping the await calls|An if statement|An error event listener,A try/catch block wrapping the await calls,beginner
try catch and parallel operations,try catch handles both errors,True or False,A try/catch block in an async function catches both network failures (fetch rejects) and HTTP errors (thrown with throw).,True|False,True,intermediate
try catch and parallel operations,Sequential await is slow,multiple choice,Why is awaiting three independent fetch calls sequentially inefficient?,Each fetch is slower than the previous one|Each await waits for the previous to finish so they run one after another wasting time|Await does not work with fetch|Sequential code always has errors,Each await waits for the previous to finish so they run one after another wasting time,intermediate
try catch and parallel operations,Promise.all purpose,multiple choice,"What does Promise.all([p1, p2, p3]) do?",Runs the Promises in sequence|Runs all Promises simultaneously and resolves when all complete|Resolves with the first Promise that finishes|Rejects if any Promise is pending,Runs all Promises simultaneously and resolves when all complete,intermediate
try catch and parallel operations,Promise.all result order,multiple choice,Promise.all resolves with an array of results. In what order are the results?,The order they resolved (fastest first)|The order of the input array regardless of which finished first|Alphabetical by variable name|Random order,The order of the input array regardless of which finished first,intermediate
try catch and parallel operations,Promise.all fail fast,multiple choice,What happens if ONE Promise in a Promise.all array rejects?,The other Promises are cancelled|Promise.all waits for all then reports the failures|Promise.all immediately rejects with that error — the other results are discarded|The rejected Promise is ignored and the rest complete,Promise.all immediately rejects with that error — the other results are discarded,intermediate
try catch and parallel operations,Sequential vs parallel decision,multiple choice,When should you use sequential await instead of Promise.all?,Always|When you need the result faster|When step 2 depends on the result of step 1|When you have more than 3 operations,When step 2 depends on the result of step 1,intermediate
try catch and parallel operations,Promise.allSettled,multiple choice,What does Promise.allSettled differ from Promise.all?,It is faster|It waits for all Promises to complete regardless of rejection — each result has a status property of fulfilled or rejected|It only works with fetch|It runs Promises sequentially,It waits for all Promises to complete regardless of rejection — each result has a status property of fulfilled or rejected,Advanced
try catch and parallel operations,Demo part4 users count,multiple choice,In the demo Part 4 Promise.all fetches users and posts in parallel. How many users does jsonplaceholder return?,5|8|10|20,10,Advanced
try catch and parallel operations,Demo part5 mixed pattern,multiple choice,In the demo Part 5 the mixed pattern first awaits a user then fetches posts and todos in parallel. Why is the user awaited first?,To make the code simpler|Because user data is larger|Because the posts and todos fetch calls need the user's id which is only available after the user is loaded|For security reasons,Because the posts and todos fetch calls need the user's id which is only available after the user is loaded,Advanced
try catch and parallel operations,Promise.race,multiple choice,"What does Promise.race([p1, p2, p3]) do?",Runs all Promises and waits for all|Resolves or rejects with the first Promise to settle|Runs Promises in order and stops at first success|Cancels slower Promises,Resolves or rejects with the first Promise to settle,Advanced
