title,description,type,question,options,answer,difficulty
inheritance and super,super must be first,True or False,super() must be called before accessing this in the child constructor.,True|False,True,intermediate
inheritance and super,Inherited method,multiple choice,"If Student extends User and User has a greet() method can you call amara.greet() on a Student instance?",No the child must redefine it|Yes the child inherits all parent methods|Only with super.greet()|Only if greet is static,Yes the child inherits all parent methods,beginner
inheritance and super,Child adds own method,multiple choice,Can a child class add methods that the parent does not have?,No it can only use parent methods|Yes the child can define additional methods beyond what the parent provides|Only static methods|Only getters,Yes the child can define additional methods beyond what the parent provides,intermediate
inheritance and super,Method override,multiple choice,What happens when a child class defines a method with the same name as a parent method?,Both run|The child version overrides and replaces the parent version for instances of the child|An error is thrown|The parent version always runs,The child version overrides and replaces the parent version for instances of the child,intermediate
inheritance and super,super.method(),multiple choice,What does super.method() do inside an overriding child method?,Calls the constructor|Calls the parent's version of that method allowing the child to extend rather than replace it|Deletes the method|Creates a new instance,Calls the parent's version of that method allowing the child to extend rather than replace it,intermediate
inheritance and super,instanceof chain,multiple choice,"If savings is an instance of SavingsAccount which extends Account what does savings instanceof Account return?",false|true|undefined|An error,true,intermediate
inheritance and super,is-a test,multiple choice,How do you decide if inheritance is appropriate?,If the child uses the same variable names|If the child passes the is-a test (Student is a User)|If both classes have methods|If the child is shorter,If the child passes the is-a test (Student is a User),intermediate
inheritance and super,Demo deposit inherited,multiple choice,In the demo savings is a SavingsAccount that extends Account. Can savings.deposit(5000) be called?,No deposit is not on SavingsAccount|Yes deposit is inherited from Account|Only with super.deposit()|Only if redefined,Yes deposit is inherited from Account,Advanced
inheritance and super,Demo getProgress,multiple choice,"In the demo after savings.deposit(5000) on an initial balance of 18000 with goal 50000 what percentage does getProgress show?",36%|40%|46%|50%,46%,Advanced
inheritance and super,Array of mixed types,multiple choice,"In the demo an array contains Student Admin and Instructor instances. When forEach calls getInfo() on each what happens?",All return the same output|Each calls its own version of getInfo producing different output based on the override|An error is thrown|Only User's getInfo runs,Each calls its own version of getInfo producing different output based on the override,Advanced
inheritance and super,Composition vs inheritance,multiple choice,"Why should a Cart class NOT extend User even if carts belong to users?",Because it is too complex|Because Cart is not a User — use a userId property instead (composition)|Because JavaScript does not allow it|Because User has too many methods,Because Cart is not a User — use a userId property instead (composition),Advanced
static methods and private fields,static method definition,multiple choice,Where is a static method called?,On an instance|On the class itself not on instances|Inside the constructor only|On the prototype,On the class itself not on instances,beginner
static methods and private fields,static method call,multiple choice,How do you call a static method fromCSV on the Student class?,amara.fromCSV()|Student.fromCSV()|new Student.fromCSV()|this.fromCSV(),Student.fromCSV(),beginner
static methods and private fields,Cannot call static on instance,True or False,Calling a static method on an instance (e.g. amara.fromCSV()) throws a TypeError.,True|False,True,intermediate
static methods and private fields,Static use case,multiple choice,What is a common use case for static methods?,Setting instance properties|Factory methods that create instances from different data formats|Accessing this.name|Overriding parent methods,Factory methods that create instances from different data formats,intermediate
static methods and private fields,Private field syntax,multiple choice,How do you declare a private field in a class?,private balance|_balance|#balance|this.private.balance,#balance,beginner
static methods and private fields,Private field access,multiple choice,How do you access a private field inside the class?,this.balance|this.#balance|self.#balance|class.#balance,this.#balance,intermediate
static methods and private fields,Private field outside,multiple choice,What happens if you try to access account.#balance from outside the class?,It returns undefined|A SyntaxError is thrown|It returns null|It returns 0,A SyntaxError is thrown,intermediate
static methods and private fields,Encapsulation purpose,multiple choice,Why are private fields useful?,They make code shorter|They protect internal state so external code cannot corrupt it directly|They make methods faster|They allow inheritance,They protect internal state so external code cannot corrupt it directly,intermediate
static methods and private fields,Getter syntax,multiple choice,How is a getter defined inside a class?,function get price()|get price() { }|getter price() { }|this.get.price(),get price() { },intermediate
static methods and private fields,Getter access,multiple choice,How do you access a getter named price on an instance?,earbuds.price()|earbuds.price|earbuds.getPrice()|earbuds["price()"],earbuds.price,intermediate
static methods and private fields,Setter purpose,multiple choice,What is the purpose of a setter?,To read a value|To validate and control how a private field is updated|To delete a property|To call a static method,To validate and control how a private field is updated,intermediate
static methods and private fields,Setter assignment,multiple choice,How do you use a setter named price?,earbuds.setPrice(3999)|earbuds.price(3999)|earbuds.price = 3999|earbuds.set("price" 3999),earbuds.price = 3999,intermediate
static methods and private fields,Static property,multiple choice,What is a static property?,A property on every instance|A property that belongs to the class itself and is shared across all instances|A private field|A getter,A property that belongs to the class itself and is shared across all instances,intermediate
static methods and private fields,Static counter,multiple choice,"In the demo Course.count increments in the constructor. After creating 3 courses what is Course.count?",1|2|3|0,3,Advanced
static methods and private fields,Demo priceWithVAT,multiple choice,"In the demo the getter priceWithVAT returns Math.round(this.#price * (1 + Course.VAT_RATE)). For price 15000 and VAT 0.075 what is the result?",15075|15750|16125|16000,16125,Advanced
static methods and private fields,Demo wrong PIN,multiple choice,"In the demo account.withdraw(5000, 9999) where the correct PIN is 1234 returns what?",Withdrawn ₦5000|Insufficient funds|Wrong PIN|SyntaxError,Wrong PIN,Advanced
static methods and private fields,Static VAT_RATE,multiple choice,How is Course.VAT_RATE accessed inside an instance method?,this.VAT_RATE|Course.VAT_RATE|#VAT_RATE|super.VAT_RATE,Course.VAT_RATE,Advanced
static methods and private fields,Demo fromCSV factory,multiple choice,"In the demo Student.fromCSV(""Amara Obi, 88"") does what?",Returns a string|Creates a new Student instance with name Amara Obi and score 88|Modifies an existing student|Returns an array,Creates a new Student instance with name Amara Obi and score 88,Advanced
defining classes and constructors,Class vs function,multiple choice,What is the relationship between a class and a constructor function in JavaScript?,They are unrelated|A class is syntactic sugar over constructor functions and prototypes|Classes replace all functions|Functions are faster than classes,A class is syntactic sugar over constructor functions and prototypes,Advanced
inheritance and super,Child instanceof parent,True or False,An instance of a child class returns true for instanceof checks against both the child class and the parent class.,True|False,True,intermediate
static methods and private fields,Private field declaration,multiple choice,Where must private fields be declared in a class?,Inside the constructor|At the top of the class body before the constructor|Inside a method|After the class definition,At the top of the class body before the constructor,intermediate
