title,description,type,question,options,answer,difficulty
chaining array methods,sort mutates,True or False,The sort() method mutates the original array.,True|False,True,intermediate
chaining array methods,Sort copy pattern,multiple choice,How do you sort an array without mutating the original?,Use filter first|Use [...array].sort() to create a copy before sorting|Use sort(false)|Use map instead,[...array].sort() to create a copy before sorting,intermediate
chaining array methods,Ascending sort,multiple choice,What comparator function sorts numbers in ascending order?,(a b) => b - a|(a b) => a - b|(a b) => a + b|(a b) => b + a,(a b) => a - b,intermediate
chaining array methods,Descending sort,multiple choice,What comparator function sorts numbers in descending order?,(a b) => a - b|(a b) => b - a|(a b) => a * b|(a b) => b + a,(a b) => b - a,intermediate
chaining array methods,Sort objects,multiple choice,How do you sort an array of students by score descending?,[...students].sort((a b) => b.score - a.score)|students.sort()|students.filter(s => s.score)|students.map(s => s.score),[...students].sort((a b) => b.score - a.score),intermediate
chaining array methods,Alphabetical sort,multiple choice,What method is used to sort strings alphabetically in a comparator?,a - b|a.localeCompare(b)|a > b|a.sort(b),a.localeCompare(b),Advanced
chaining array methods,Demo janDeposits,multiple choice,"In the demo payments.filter(p => p.type === ""deposit"" && p.month === ""Jan"").reduce((acc, p) => acc + p.amount, 0) returns what?",5000|3500|8500|16500,8500,Advanced
chaining array methods,Pipeline stages,multiple choice,"In a filter → sort → map pipeline for displaying top students what does each stage do?",filter removes non-matching then sort reorders then map formats for display|sort first then filter then map|map first then sort then filter|All three do the same thing,filter removes non-matching then sort reorders then map formats for display,Advanced
chaining array methods,Dashboard stats pattern,multiple choice,"In the demo the stats object computes total passed failed and average. Which method is used for the average calculation?",filter|map|reduce|find,reduce,Advanced
chaining array methods,Original never mutated,True or False,When chaining filter map and reduce the original array is never mutated.,True|False,True,intermediate
reduce and find,Demo paidTotal,multiple choice,"In the demo orders with amounts [5000 3200 8000 1500 12000] and statuses [paid pending paid failed paid] what is the paid total from reduce?",29700|16200|25000|8000,25000,Advanced
chaining array methods,Sort strings,multiple choice,How do you sort an array of student objects alphabetically by name?,[...students].sort((a b) => a.name.localeCompare(b.name))|students.sort()|students.sort((a b) => a - b)|students.filter(s => s.name),[...students].sort((a b) => a.name.localeCompare(b.name)),Advanced
map and filter,map does not filter,True or False,map can be used to remove elements from an array like filter does.,True|False,False,beginner
reduce and find,some returns boolean,multiple choice,What data type does array.some() always return?,An array|An element|A boolean|A number,A boolean,intermediate
