title,description,type,question,options,answer,difficulty
variables let const and var,TypeError identification,multiple choice,A developer sees a red error in the Console: TypeError: Assignment to constant variable. What caused it?,A missing semicolon|Trying to reassign a variable declared with const|Using let without a value|A broken HTML file,Trying to reassign a variable declared with const,Advanced
variables let const and var,var problems,multiple choice,Why does var cause bugs that const and let do not?,var is slower|var is not block-scoped so it leaks out of blocks like if statements|var cannot store numbers|var requires a semicolon,var is not block-scoped so it leaks out of blocks like if statements,Advanced
primitive data types,Five primitives,multiple choice,How many primitive data types does JavaScript have?,3|4|5|7,5,beginner
primitive data types,String type,multiple choice,What data type is the value "Lagos"?,number|boolean|string|undefined,string,beginner
primitive data types,Number type,multiple choice,What data type is the value 2500?,string|number|boolean|null,number,beginner
primitive data types,Boolean values,multiple choice,Which of the following is a valid boolean value?,yes|"true"|true|1,true,beginner
primitive data types,Null meaning,multiple choice,What does null represent in JavaScript?,A broken variable|An intentional absence of value|A number equal to zero|An error,An intentional absence of value,beginner
primitive data types,Undefined meaning,multiple choice,When does a variable have the value undefined?,When it is assigned zero|When it is declared but not yet assigned a value|When it stores a boolean|When it is inside a function,When it is declared but not yet assigned a value,beginner
primitive data types,String quotes,True or False,Strings in JavaScript can use single quotes or double quotes or backticks.,True|False,True,beginner
primitive data types,Number with quotes,multiple choice,What is the data type of "2500" (with quotes)?,number|string|boolean|null,string,intermediate
primitive data types,String concatenation bug,multiple choice,What does "2500" + 500 produce in JavaScript?,3000|2500500|"2500500"|Error,"2500500",intermediate
primitive data types,typeof operator,multiple choice,What does the typeof operator do?,Converts a value to another type|Returns a string describing the type of a value|Declares a new variable|Compares two types,Returns a string describing the type of a value,intermediate
primitive data types,typeof string,Fill in the gap,typeof "Lagos" returns ________.,number|"string"|"text"|undefined,"string",intermediate
primitive data types,typeof number,multiple choice,What does typeof 42 return?,42|"number"|"integer"|number,"number",intermediate
primitive data types,null vs undefined,multiple choice,What is the key difference between null and undefined?,They are the same thing|null is set deliberately while undefined means no value was ever assigned|undefined is for numbers and null is for strings|null throws an error,null is set deliberately while undefined means no value was ever assigned,intermediate
primitive data types,Boolean not string,True or False,The boolean value true is the same as the string "true".,True|False,False,intermediate
primitive data types,typeof null quirk,multiple choice,What does typeof null return?,null|"null"|"object"|"undefined","object",Advanced
primitive data types,typeof null explanation,multiple choice,Why does typeof null return "object" instead of "null"?,Because null is secretly an object|It is a known bug from 1995 that cannot be fixed|Because objects and null are the same|The console displays it incorrectly,It is a known bug from 1995 that cannot be fixed,Advanced
primitive data types,Decimal numbers,multiple choice,Which statement about numbers in JavaScript is true?,Integers and decimals are separate types|There is no separate float type — all numbers are the same type|Decimals must be stored as strings|Only whole numbers are valid,There is no separate float type — all numbers are the same type,Advanced
arithmetic comparison and logical operators,Addition operator,multiple choice,What does the + operator do with two numbers?,Concatenates them as text|Adds them together|Compares them|Assigns one to the other,Adds them together,beginner
arithmetic comparison and logical operators,Subtraction operator,multiple choice,What is the result of 5000 - 2500?,7500|2500|25002500|undefined,2500,beginner
arithmetic comparison and logical operators,Multiplication operator,multiple choice,Which operator is used for multiplication in JavaScript?,x|×|*|#,*,beginner
arithmetic comparison and logical operators,Division operator,multiple choice,What is the result of 9000 / 3?,3|27000|3000|6000,3000,beginner
arithmetic comparison and logical operators,Modulo operator,multiple choice,What does the % operator return?,A percentage|The remainder after division|The quotient|A decimal,The remainder after division,beginner
arithmetic comparison and logical operators,Modulo example,multiple choice,What is the result of 10 % 3?,3|3.33|0|1,1,intermediate
arithmetic comparison and logical operators,Even number check,multiple choice,How can you check if a number n is even using the modulo operator?,n % 2 === 1|n % 2 === 0|n / 2 === 0|n * 2 === 0,n % 2 === 0,intermediate
arithmetic comparison and logical operators,Exponentiation,multiple choice,What does 2 ** 8 evaluate to?,16|28|256|10,256,intermediate
arithmetic comparison and logical operators,Comparison return type,multiple choice,What data type do comparison operators always return?,string|number|boolean|undefined,boolean,intermediate
arithmetic comparison and logical operators,Strict equality,multiple choice,What does 5 === "5" evaluate to?,true|false|5|TypeError,false,intermediate
arithmetic comparison and logical operators,Strict vs loose equality,multiple choice,Why is === preferred over == in JavaScript?,=== is faster|=== checks both type and value while == converts types which can hide bugs|== is deprecated|There is no difference,=== checks both type and value while == converts types which can hide bugs,intermediate
arithmetic comparison and logical operators,Loose equality danger,multiple choice,What does 5 == "5" evaluate to?,false|TypeError|undefined|true,true,Advanced
arithmetic comparison and logical operators,AND operator,multiple choice,When does the && (AND) operator return true?,When at least one condition is true|When both conditions are true|When neither condition is true|When the first condition is false,When both conditions are true,intermediate
arithmetic comparison and logical operators,OR operator,multiple choice,When does the || (OR) operator return true?,Only when both conditions are true|When at least one condition is true|Only when both are false|When the types match,When at least one condition is true,intermediate
arithmetic comparison and logical operators,NOT operator,multiple choice,What does the ! (NOT) operator do?,Adds two values|Flips a boolean value to its opposite|Checks strict equality|Divides a number,Flips a boolean value to its opposite,beginner
arithmetic comparison and logical operators,NOT example,multiple choice,If isActive is true what does !isActive evaluate to?,true|undefined|false|null,false,intermediate
arithmetic comparison and logical operators,Assignment in condition,multiple choice,What is wrong with this code: if (score = 10) { ... }?,Nothing is wrong|It uses = (assignment) instead of === (comparison) so score becomes 10 and the condition is always true|The syntax is invalid|score must be a string,It uses = (assignment) instead of === (comparison) so score becomes 10 and the condition is always true,Advanced
arithmetic comparison and logical operators,Combined logical,multiple choice,What does this expression return: balance > 1000 && isActive when balance is 5000 and isActive is true?,false|undefined|null|true,true,Advanced
