title,description,type,question,options,answer,difficulty
fetching data with the fetch api,Default HTTP method,multiple choice,What HTTP method does fetch(url) use by default when no options are provided?,POST|PUT|GET|DELETE,GET,beginner
fetching data with the fetch api,Array from API,multiple choice,After fetching an API that returns a JSON array and calling response.json() what can you do with the result?,Only iterate it with a for loop|Use any array method: forEach map filter reduce|Only log it|Only display it with innerHTML,Use any array method: forEach map filter reduce,intermediate
fetching data with the fetch api,Response object,multiple choice,What is the Response object that the first .then() receives?,The parsed JSON data|The raw response including headers status code and methods for reading the body|A string of the response|An array of data,The raw response including headers status code and methods for reading the body,intermediate
fetching data with the fetch api,Demo users loaded,multiple choice,In the demo clicking Load Users fetches from jsonplaceholder.typicode.com/users. How many users does the API return?,5|8|10|20,10,Advanced
fetching data with the fetch api,Demo posts shown,multiple choice,In the demo clicking Load Posts fetches from /posts. How many of the 100 posts are displayed?,5|8|10|100,8,Advanced
fetching data with the fetch api,Demo render pattern,multiple choice,In the demo the fetched users are rendered to the page using which pattern?,A for loop that appends elements one by one|map to create HTML strings then join and set innerHTML|forEach with createElement|A document.write call,map to create HTML strings then join and set innerHTML,Advanced
fetching data with the fetch api,fetch availability,multiple choice,Where is fetch() available without any import?,Only in browsers|Only in Node.js|In all modern browsers and Node 18+|Only in React applications,In all modern browsers and Node 18+,beginner
fetching data with the fetch api,Combining modules,multiple choice,Fetching an API and rendering the data uses skills from which previous modules?,Only Module 15|Modules 10 (DOM) 12 (array HOFs) and 15 (fetch)|Only Modules 14 and 15|Only Module 12,Modules 10 (DOM) 12 (array HOFs) and 15 (fetch),intermediate
fetching data with the fetch api,Loading state purpose,True or False,Showing a 'Loading...' message before the fetch call starts is a best practice because the user sees feedback while data is being retrieved.,True|False,True,beginner
fetching data with the fetch api,response.json returns Promise,True or False,response.json() returns a Promise — not the data directly — because reading the response body is asynchronous.,True|False,True,intermediate
fetching data with the fetch api,Single vs list endpoint,multiple choice,In a REST API what is the typical difference between /users/1 and /users?,/users/1 is faster|/users/1 returns one user and /users returns all users|/users requires authentication|They return the same data,/users/1 returns one user and /users returns all users,intermediate
handling errors and checking response ok,response.ok definition,multiple choice,What does response.ok mean?,The JSON was parsed successfully|The HTTP status code is in the 200–299 range|The server is online|The request was sent without errors,The HTTP status code is in the 200–299 range,beginner
handling errors and checking response ok,fetch does not reject on 404,True or False,fetch() automatically rejects (triggers .catch()) when the server returns a 404 status.,True|False,False,intermediate
handling errors and checking response ok,404 without check,multiple choice,If you fetch a URL that returns 404 and you do not check response.ok what happens?,.catch() is triggered automatically|The Promise rejects|The first .then() runs as if the request succeeded|JavaScript throws a SyntaxError,The first .then() runs as if the request succeeded,intermediate
handling errors and checking response ok,Network vs HTTP error,multiple choice,What type of error causes fetch() to automatically reject (trigger .catch()) without needing a response.ok check?,A 404 response|A 500 response|A network failure such as no internet or unresolvable domain|A response with wrong JSON format,A network failure such as no internet or unresolvable domain,intermediate
handling errors and checking response ok,Throw in first then,multiple choice,If you throw an error inside a .then() callback what happens to the Promise chain?,The error is ignored|The next .then() runs with the error as its argument|The error skips all remaining .then() calls and is caught by .catch()|The program crashes,The error skips all remaining .then() calls and is caught by .catch(),intermediate
handling errors and checking response ok,Safe fetch pattern,multiple choice,What is the purpose of writing a safeFetch helper that wraps fetch with a response.ok check?,To make fetch faster|To write the error check once and reuse it everywhere — ensuring consistent error handling|To cache API responses|To avoid needing .then(),To write the error check once and reuse it everywhere — ensuring consistent error handling,intermediate
handling errors and checking response ok,response.ok false range,multiple choice,For which HTTP status codes is response.ok false?,All status codes|Only 404|Anything outside the 200–299 range (e.g. 400 401 404 500)|Only 500 and above,Anything outside the 200–299 range (e.g. 400 401 404 500),intermediate
handling errors and checking response ok,catch handles both errors,True or False,When you throw an error inside a .then() for a bad response.ok that error is caught by the same .catch() that handles network failures.,True|False,True,intermediate
handling errors and checking response ok,Three fetch states,multiple choice,What are the three states every fetch-based UI should handle?,Start middle end|Request response callback|Loading success error|Parse fetch render,Loading success error,intermediate
handling errors and checking response ok,Demo 404 trigger,multiple choice,In the demo clicking Trigger 404 Error fetches which URL?,jsonplaceholder.typicode.com/users/0|jsonplaceholder.typicode.com/users/9999|jsonplaceholder.typicode.com/notfound|An invalid domain name,jsonplaceholder.typicode.com/users/9999,Advanced
handling errors and checking response ok,Demo 404 caught by,multiple choice,In the demo when the 404 is triggered what catches and displays the error to the user?,A try/catch block|The .catch() handler which updates the status element with the error message|An alert popup|The browser's default error page,The .catch() handler which updates the status element with the error message,Advanced
handling errors and checking response ok,Demo safeFetch helper,multiple choice,In the demo all fetch calls go through the safeFetch helper function. What does this helper do?,Adds a loading delay|Caches responses|Wraps fetch with a response.ok check and throws on HTTP errors so .catch handles everything|Converts data to CSV,Wraps fetch with a response.ok check and throws on HTTP errors so .catch handles everything,Advanced
handling errors and checking response ok,Network error message,multiple choice,When you are offline and call fetch() what error message typically appears in .catch()?,HTTP error: 503|Response not ok|Failed to fetch|JSON parse error,Failed to fetch,Advanced
handling errors and checking response ok,Always check response.ok,True or False,You should always check response.ok before calling response.json() because a 404 or 500 response would otherwise be processed as if it were successful data.,True|False,True,intermediate
handling errors and checking response ok,Error message quality,multiple choice,Why is it better to display 'Something went wrong. Please try again.' to users instead of 'TypeError: Failed to fetch'?,The first is shorter|Technical error messages mean nothing to non-developers — user-facing messages should be clear and actionable|The browser requires it|Both messages are equally good,Technical error messages mean nothing to non-developers — user-facing messages should be clear and actionable,intermediate
handling errors and checking response ok,response.ok is not a method,multiple choice,How do you read the response.ok value?,response.ok()|response.ok — it is a boolean property not a method|response.getOk()|response.status.ok,response.ok — it is a boolean property not a method,beginner
handling errors and checking response ok,404 is a successful fetch,multiple choice,From fetch()'s perspective why is a 404 response considered a success?,Because the data was returned|Because the server responded — fetch only rejects when no response is received at all|Because 404 is a valid JSON status|Because the browser ignores error codes,Because the server responded — fetch only rejects when no response is received at all,Advanced
